caseid,age,total_children,felling_live,gender,marital_status,education,self_rated_mental_health,income_respondent,average_hours_worked
10684,70.1,3,10,Female,Married,"NA",Excellent,"$50,000 to $74,999",Don't know
10685,27.2,0,8,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",0.1 to 29.9 hours
10686,63.1,2,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",Valid skip
10687,17.4,0,8,Male,"Single, never married",Less than high school diploma or its equivalent,Excellent,"Less than $25,000",0.1 to 29.9 hours
10688,56.9,3,9,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"$125,000 and more",40.1 to 50.0 hours
10689,53.6,3,8,Female,Married,University certificate or diploma below the bachelor's level,Excellent,"$25,000 to $49,999",Valid skip
10690,71.1,3,8,Female,Widowed,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",Valid skip
10691,25.6,0,10,Male,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",0.1 to 29.9 hours
10692,71.8,6,9,Male,Married,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",0.1 to 29.9 hours
10693,16.9,0,10,Male,"Single, never married",Less than high school diploma or its equivalent,Excellent,"Less than $25,000",0.1 to 29.9 hours
10694,20.2,2,9,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",30.0 to 40.0 hours
10695,56.7,2,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$125,000 and more",30.0 to 40.0 hours
10696,40.1,2,8,Female,Married,"University certificate, diploma or degree above the bach...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10697,55.9,2,5,Female,Divorced,High school diploma or a high school equivalency certificate,Fair,"Less than $25,000",Valid skip
10698,23.6,0,8,Male,"Single, never married",Trade certificate or diploma,Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
10699,42.4,0,7,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Good,"$50,000 to $74,999",30.0 to 40.0 hours
10700,66.3,0,7,Female,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",Valid skip
10701,40.3,4,7,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"Less than $25,000",Valid skip
10702,40.3,0,10,Male,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"$50,000 to $74,999",50.1 hours and more
10703,33.5,0,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Fair,"$50,000 to $74,999",30.0 to 40.0 hours
10704,47.4,0,9,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",40.1 to 50.0 hours
10705,80,7,8,Male,Separated,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
10706,56.5,1,10,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
10707,33.8,0,6,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",0.1 to 29.9 hours
10708,29,0,8,Male,"Single, never married","University certificate, diploma or degree above the bach...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
10709,52.3,0,8,Male,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10710,19.8,0,7,Female,"Single, never married",High school diploma or a high school equivalency certificate,Good,"Less than $25,000",0.1 to 29.9 hours
10711,60.7,3,4,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
10712,62.1,2,5,Female,Married,High school diploma or a high school equivalency certificate,Fair,"Less than $25,000",Valid skip
10713,35.8,0,10,Female,"Single, never married",High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",30.0 to 40.0 hours
10714,80,7,10,Female,Widowed,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10715,69.6,2,10,Female,Divorced,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10716,56.2,1,9,Male,Separated,Trade certificate or diploma,Excellent,"$100,000 to $ 124,999",30.0 to 40.0 hours
10717,44.1,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",40.1 to 50.0 hours
10718,58.4,4,7,Male,Divorced,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
10719,48.7,0,7,Female,Divorced,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",30.0 to 40.0 hours
10720,38.5,3,7,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
10721,62.8,7,8,Female,Married,High school diploma or a high school equivalency certificate,Very good,"$75,000 to $99,999",0.1 to 29.9 hours
10722,68.2,1,8,Female,Widowed,Less than high school diploma or its equivalent,Good,"$25,000 to $49,999",Valid skip
10723,31.7,0,3,Male,"Single, never married",Less than high school diploma or its equivalent,Fair,"$75,000 to $99,999",0.1 to 29.9 hours
10724,45,2,8,Female,Living common-law,Trade certificate or diploma,Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
10725,30.6,0,5,Male,"Single, never married",University certificate or diploma below the bachelor's level,Fair,"$25,000 to $49,999",30.0 to 40.0 hours
10726,80,2,10,Male,Married,Less than high school diploma or its equivalent,Excellent,"$50,000 to $74,999",Valid skip
10727,68.8,2,8,Female,Widowed,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",Valid skip
10728,38.6,0,8,Female,Married,"University certificate, diploma or degree above the bach...",Very good,"$50,000 to $74,999",0.1 to 29.9 hours
10729,45.7,0,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",30.0 to 40.0 hours
10730,64.9,3,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$100,000 to $ 124,999",0.1 to 29.9 hours
10731,57.7,3,8,Female,Divorced,"University certificate, diploma or degree above the bach...",Very good,"$50,000 to $74,999",0.1 to 29.9 hours
10732,39.1,2,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
10733,62.3,2,10,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
10734,64.3,2,7,Male,Married,"University certificate, diploma or degree above the bach...",Good,"$100,000 to $ 124,999",30.0 to 40.0 hours
10735,71.3,0,8,Male,"Single, never married","University certificate, diploma or degree above the bach...",Good,"$125,000 and more",Valid skip
10736,36.3,2,7,Female,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"Less than $25,000",0.1 to 29.9 hours
10737,69.8,2,5,Female,Living common-law,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10738,66.3,2,5,Female,Living common-law,Less than high school diploma or its equivalent,Good,"$25,000 to $49,999",Valid skip
10739,46.8,2,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$125,000 and more",30.0 to 40.0 hours
10740,35.2,0,7,Male,"Single, never married","University certificate, diploma or degree above the bach...",Excellent,"$100,000 to $ 124,999",30.0 to 40.0 hours
10741,64.8,3,10,Male,Married,"University certificate, diploma or degree above the bach...",Excellent,"$125,000 and more",0.1 to 29.9 hours
10742,52.8,1,6,Male,Married,University certificate or diploma below the bachelor's level,Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10743,40.8,2,7,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10744,65.8,3,7,Male,Married,"NA",Excellent,"$25,000 to $49,999",Valid skip
10745,61.1,4,10,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
10746,15.3,0,9,Male,"Single, never married",Less than high school diploma or its equivalent,Excellent,"Less than $25,000",0.1 to 29.9 hours
10747,65.4,2,10,Female,Divorced,Trade certificate or diploma,Excellent,"$25,000 to $49,999",0.1 to 29.9 hours
10748,26.5,1,10,Male,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
10749,53.7,0,5,Male,Separated,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",40.1 to 50.0 hours
10750,64.6,4,10,Female,Widowed,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$100,000 to $ 124,999",Valid skip
10751,69.8,2,8,Male,Married,Trade certificate or diploma,Very good,"$75,000 to $99,999",30.0 to 40.0 hours
10752,40.3,0,8,Male,"Single, never married",Trade certificate or diploma,Excellent,"$100,000 to $ 124,999",30.0 to 40.0 hours
10753,71.3,2,10,Female,Widowed,Less than high school diploma or its equivalent,Excellent,"$25,000 to $49,999",Valid skip
10754,72.2,4,8,Female,Widowed,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
10755,71.5,2,7,Female,Widowed,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",Valid skip
10756,41.2,1,6,Male,Married,Trade certificate or diploma,Fair,"$25,000 to $49,999",Don't know
10757,34.5,0,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10758,47.5,0,8,Male,"Single, never married",High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",40.1 to 50.0 hours
10759,24.7,0,8,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"Less than $25,000",30.0 to 40.0 hours
10760,63.4,2,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",Valid skip
10761,20.8,0,7,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",40.1 to 50.0 hours
10762,70.6,3,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
10763,27.6,0,7,Female,Living common-law,High school diploma or a high school equivalency certificate,Fair,"$25,000 to $49,999",40.1 to 50.0 hours
10764,77.9,2,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",Valid skip
10765,58.3,3,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10766,80,2,9,Female,Widowed,High school diploma or a high school equivalency certificate,Excellent,"$50,000 to $74,999",Valid skip
10767,73.4,2,10,Female,Married,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10768,16,0,9,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10769,27,0,9,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",50.1 hours and more
10770,34.3,0,10,Male,"Single, never married",Less than high school diploma or its equivalent,Excellent,"$25,000 to $49,999",50.1 hours and more
10771,23.1,2,6,Male,Separated,"NA",Excellent,"$25,000 to $49,999",50.1 hours and more
10772,80,3,8,Male,Widowed,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10773,31.9,1,8,Female,Living common-law,Trade certificate or diploma,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
10774,70.1,1,9,Female,Married,Less than high school diploma or its equivalent,Fair,"$50,000 to $74,999",30.0 to 40.0 hours
10775,36.6,0,7,Male,Married,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
10776,80,2,9,Female,Widowed,"College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",Valid skip
10777,47.3,5,5,Male,Divorced,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
10778,46.7,4,8,Female,Living common-law,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",30.0 to 40.0 hours
10779,32.3,1,7,Female,Married,High school diploma or a high school equivalency certificate,Fair,"Less than $25,000",30.0 to 40.0 hours
10780,45.2,3,10,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",40.1 to 50.0 hours
10781,16.4,0,7,Female,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10782,70.8,2,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",Valid skip
10783,15,0,10,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Don't know
10784,44.2,0,4,Female,"Single, never married","University certificate, diploma or degree above the bach...",Good,"Less than $25,000",Valid skip
10785,58.3,3,10,Male,Married,Less than high school diploma or its equivalent,Good,"$75,000 to $99,999",50.1 hours and more
10786,30.3,0,7,Male,"Single, never married","University certificate, diploma or degree above the bach...",Very good,"Less than $25,000",30.0 to 40.0 hours
10787,61.1,3,9,Female,Married,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",40.1 to 50.0 hours
10788,43,2,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
10789,77.3,5,9,Male,Married,High school diploma or a high school equivalency certificate,Very good,"$50,000 to $74,999",Valid skip
10790,66.3,2,7,Male,Married,Trade certificate or diploma,Good,"$25,000 to $49,999",Valid skip
10791,28.6,0,10,Female,Living common-law,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
10792,66.4,2,5,Female,Separated,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"Less than $25,000",0.1 to 29.9 hours
10793,66.1,4,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$125,000 and more",30.0 to 40.0 hours
10794,79.8,3,6,Male,Widowed,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
10795,36,6,7,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Fair,"$50,000 to $74,999",40.1 to 50.0 hours
10796,79.3,4,8,Female,Widowed,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",Valid skip
10797,80,4,8,Female,Divorced,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",Valid skip
10798,17.5,0,9,Female,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",0.1 to 29.9 hours
10799,64.4,1,8,Female,Separated,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
10800,66.8,2,5,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"$25,000 to $49,999",Valid skip
10801,27.8,2,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$75,000 to $99,999",30.0 to 40.0 hours
10802,70.5,1,6,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
10803,40.3,0,7,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"$50,000 to $74,999",40.1 to 50.0 hours
10804,37.8,0,10,Male,"Single, never married",High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",30.0 to 40.0 hours
10805,59.9,1,9,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",Valid skip
10806,20.8,0,8,Male,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"$50,000 to $74,999",30.0 to 40.0 hours
10807,70.6,2,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",Valid skip
